content_id,client_id,score,action,reason_code,avg_position,impressions_90d,days_since_last_update,ctr
content_9d46a6de5e42,client_4e07408562,71.3,refresh_priority_1,declining_page1_review,2.3,511,104,0.2
content_78bc7e4b8a14,client_8527a891e2,71.3,refresh_priority_1,declining_page1_review,8.0,57,8,0.0
content_1da5699a918e,client_8b940be7fb,71.3,refresh_priority_1,declining_page1_review,5.3,8195,20,0.46
content_1938955b34c4,client_f369cb89fc,71.3,refresh_priority_1,declining_page1_review,2.9,184,20,0.0
content_2df8cc366c40,client_d029fa3a95,71.3,refresh_priority_1,declining_page1_review,8.9,35,20,0.0
content_bb1e1c86169b,client_d029fa3a95,71.3,refresh_priority_1,declining_page1_review,6.3,124,20,0.0
content_698fe3b450ac,client_8527a891e2,71.2,refresh_priority_1,declining_page1_review,7.6,273,104,0.37
content_8b08ec7fc725,client_8527a891e2,71.2,refresh_priority_1,declining_page1_review,7.3,61,103,0.0
content_bcc95460460e,client_4e07408562,71.2,refresh_priority_1,declining_page1_review,2.5,6315,104,0.35
content_a9179e974712,client_f369cb89fc,71.2,refresh_review,declining_review,18.0,384,20,0.0
content_57e4f4fdb677,client_f369cb89fc,71.2,refresh_review,declining_review,14.9,214,20,0.0
content_5589a28d0374,client_f369cb89fc,71.2,refresh_priority_1,declining_page1_review,3.3,61,20,0.0
content_f297a8c6b841,client_f369cb89fc,71.2,refresh_priority_1,declining_page1_review,5.6,116,20,0.86
content_d8513b981f2c,client_d029fa3a95,71.2,refresh_priority_1,declining_page1_review,5.4,53,20,0.0
content_6b91347ea965,client_4e07408562,71.2,refresh_review,declining_review,30.3,1194,13,0.0
content_2b074219d79d,client_bdd2d3af3a,71.2,refresh_priority_1,declining_page1_review,7.7,293,20,0.34
content_c09a11d9c224,client_4e07408562,71.2,refresh_review,declining_review,18.7,1840,13,0.11
content_c73e8fbd1cc5,client_d029fa3a95,71.2,refresh_priority_1,declining_page1_review,10.0,88,20,0.0
content_9beddb3e7ac7,client_d029fa3a95,71.2,refresh_priority_1,declining_page1_review,7.2,242,8,0.41
content_b2b48d24f7d0,client_4e07408562,71.2,refresh_review,declining_review,23.6,1009,7,0.0
content_33a9399fb0ae,client_f369cb89fc,71.2,refresh_priority_1,declining_page1_review,7.7,305,20,0.0
content_9090bbd63680,client_4e07408562,71.2,refresh_review,declining_review,33.4,767,104,0.0
content_f0fe0faf8d39,client_f369cb89fc,71.2,refresh_priority_1,declining_page1_review,7.2,816,20,0.12
content_fbf920bdfd52,client_4e07408562,71.2,refresh_review,declining_review,17.0,303,13,0.0
content_497be869d0cc,client_d029fa3a95,71.1,refresh_priority_1,declining_page1_review,6.9,110,20,0.0
content_834c9e3403ae,client_d029fa3a95,71.1,refresh_priority_1,declining_page1_review,7.5,55,20,0.0
content_6bbf794d735f,client_d029fa3a95,71.1,refresh_priority_1,declining_page1_review,5.8,63,20,0.0
content_0a34781126c5,client_d029fa3a95,71.1,refresh_priority_1,declining_page1_review,5.5,52,8,0.0
content_3395aba722a2,client_8527a891e2,71.1,refresh_review,declining_review,11.1,3320,102,0.09
content_8bd4d2afaee3,client_4e07408562,71.1,refresh_review,declining_review,14.4,308,13,0.0
content_c79bfcc07824,client_4e07408562,71.1,refresh_priority_1,declining_page1_review,9.4,1321,14,0.23
content_c5f79bf532f3,client_8527a891e2,71.1,refresh_priority_1,declining_page1_review,6.8,30,92,0.0
content_ce5fb58068f4,client_f369cb89fc,71.1,refresh_priority_1,declining_page1_review,3.5,103,20,0.0
content_8bccdf8eab1a,client_f369cb89fc,71.1,refresh_priority_1,declining_page1_review,6.3,392,20,0.26
content_b65fe2792b44,client_d029fa3a95,71.1,refresh_review,declining_review,16.7,371,183,0.54
content_a1fb4e703a9e,client_4e07408562,71.1,refresh_review,declining_review,20.3,15320,25,0.05
content_1086d8774344,client_d029fa3a95,71.0,refresh_priority_1,declining_page1_review,7.8,57,20,0.0
content_9241707d7e42,client_d029fa3a95,71.0,refresh_review,declining_review,49.3,317,20,0.32
content_d3746a58bb1d,client_d029fa3a95,71.0,refresh_review,declining_review,12.5,25,183,0.0
content_d5a7049e8dcd,client_4e07408562,71.0,refresh_review,declining_review,25.5,624,13,0.0
content_7182ce1ff27a,client_f369cb89fc,71.0,refresh_priority_1,declining_page1_review,4.9,163,20,0.61
content_cc1426618cb6,client_4e07408562,71.0,refresh_review,declining_review,12.1,1484,7,0.13
content_ce1f9e5f2424,client_4e07408562,71.0,refresh_priority_1,declining_page1_review,5.2,1115,7,0.0
content_75d0436e9f47,client_4e07408562,71.0,refresh_review,declining_review,19.2,1108,7,0.0
content_3c6474c3432f,client_d029fa3a95,71.0,refresh_priority_1,declining_page1_review,6.5,79,20,0.0
content_71d486ca9116,client_d029fa3a95,71.0,refresh_priority_1,declining_page1_review,5.7,60,20,0.0
content_7cd9b5db3ea1,client_f369cb89fc,71.0,refresh_priority_1,declining_page1_review,5.4,831,20,0.48
content_718fb4783096,client_d029fa3a95,70.9,refresh_priority_1,declining_page1_review,7.9,82,20,0.0
content_55f4fb4808c6,client_8527a891e2,70.9,refresh_priority_1,declining_page1_review,7.3,2618,104,0.23
content_440a8174f928,client_4e07408562,70.9,refresh_priority_1,declining_page1_review,6.9,349,13,0.29
content_8f523a52fa57,client_8527a891e2,70.9,refresh_review,declining_review,18.6,284,54,0.35
content_1e14ade1f5c3,client_f369cb89fc,70.9,refresh_priority_1,declining_page1_review,5.5,2568,20,0.23
content_967b5a07bd14,client_d029fa3a95,70.9,refresh_review,declining_review,10.1,78,20,0.0
content_1354d42382ec,client_d029fa3a95,70.9,refresh_priority_1,declining_page1_review,9.1,56,20,0.0
content_7ca01a22d3f9,client_4e07408562,70.9,refresh_priority_1,declining_page1_review,5.5,2902,7,0.07
content_6c1f062a1de8,client_f369cb89fc,70.9,refresh_priority_1,declining_page1_review,2.5,329,20,0.61
content_50b705edfd99,client_4e07408562,70.9,refresh_review,declining_review,30.2,677,104,0.0
content_225d4d660659,client_4e07408562,70.9,refresh_priority_1,declining_page1_review,8.7,1159,104,0.26
content_b7553fdf4ef1,client_8527a891e2,70.9,refresh_priority_1,declining_page1_review,7.0,46,98,0.0
content_2344ff1c73ab,client_d029fa3a95,70.9,refresh_priority_1,declining_page1_review,5.8,292,8,0.68
content_f91f3b36edee,client_f369cb89fc,70.9,refresh_priority_1,declining_page1_review,5.5,104,8,0.0
content_9a5b8476eb7b,client_f369cb89fc,70.9,refresh_priority_1,declining_page1_review,9.4,1805,106,0.33
content_fb9c5a3a9427,client_f369cb89fc,70.9,refresh_priority_1,declining_page1_review,5.4,148,8,0.68
content_58ff81fdb177,client_4e07408562,70.9,refresh_priority_1,declining_page1_review,8.7,1646,7,0.06
content_6e1632efb058,client_f369cb89fc,70.9,refresh_priority_1,declining_page1_review,4.9,253,20,0.0
content_e9ad1e9dfbb3,client_bdd2d3af3a,70.9,refresh_priority_1,declining_page1_review,6.7,670,20,0.45
content_8202c37e994f,client_4e07408562,70.9,refresh_review,declining_review,25.0,1208,13,0.0
content_b92a65abeeab,client_4e07408562,70.8,refresh_review,declining_review,42.1,18837,20,0.01
content_bb2159ee87a3,client_f369cb89fc,70.8,refresh_priority_1,declining_page1_review,5.2,95,20,0.0
content_8c16f25e81ce,client_f369cb89fc,70.8,refresh_review,declining_review,14.7,397,20,0.25
content_33a6f60938ab,client_8527a891e2,70.8,refresh_priority_1,declining_page1_review,6.7,1093,104,0.37
content_2dff72da8702,client_4e07408562,70.8,refresh_priority_1,declining_page1_review,5.2,2280,104,0.35
content_d6aed460eac6,client_f369cb89fc,70.8,refresh_priority_1,declining_page1_review,6.7,476,20,0.42
content_cc52287cb9c2,client_4e07408562,70.8,refresh_priority_1,declining_page1_review,6.8,10390,14,0.19
content_c64f5a5fee7d,client_d029fa3a95,70.8,refresh_review,declining_review,13.5,155,20,0.0
content_44dfdebda1e7,client_d029fa3a95,70.8,refresh_review,declining_review,20.0,144,20,0.0
content_8bf9c4807ad7,client_8527a891e2,70.8,refresh_review,declining_review,11.7,637,104,0.16
content_d03e59748526,client_4e07408562,70.8,refresh_review,declining_review,10.6,1118,13,0.09
content_b8a7d1626856,client_4e07408562,70.8,refresh_review,declining_review,22.7,1631,13,0.0
content_268547787415,client_f369cb89fc,70.8,refresh_priority_1,declining_page1_review,6.6,116,20,0.0
content_6f46e07fe3d9,client_4e07408562,70.8,refresh_priority_1,declining_page1_review,9.3,534,13,0.19
content_30577c46e262,client_4e07408562,70.8,refresh_review,declining_review,21.7,902,13,0.0
content_2869acd96e48,client_4e07408562,70.7,refresh_review,declining_review,12.3,354,104,0.0
content_38a1fdd6b0f6,client_4e07408562,70.7,refresh_priority_1,declining_page1_review,9.3,2615,13,0.04
content_2725d2bcfac1,client_4e07408562,70.7,refresh_priority_1,declining_page1_review,9.1,27348,104,0.02
content_e9225d7f8f18,client_4e07408562,70.7,refresh_priority_1,declining_page1_review,3.2,6233,14,0.21
content_c97ce8d47eef,client_f369cb89fc,70.7,refresh_priority_1,declining_page1_review,8.3,29836,20,0.07
content_9179ef0f9ba0,client_f369cb89fc,70.7,refresh_priority_1,declining_page1_review,8.2,298,20,0.0
content_e54f6d06e493,client_f369cb89fc,70.7,refresh_priority_1,declining_page1_review,8.0,515,20,0.19
content_5418abc60930,client_f369cb89fc,70.7,refresh_review,declining_review,10.1,795,20,0.13
content_8e22f0307847,client_d029fa3a95,70.7,refresh_review,declining_review,29.0,170,8,0.0
content_2a228ce7aa1b,client_8527a891e2,70.7,refresh_priority_1,declining_page1_review,7.5,155,92,0.0
content_fd93c477fff0,client_f369cb89fc,70.7,refresh_priority_1,declining_page1_review,6.6,1205,106,0.17
content_164eee6bf9c1,client_d029fa3a95,70.7,refresh_priority_1,declining_page1_review,5.8,20,183,0.0
content_4efd8774bea3,client_d029fa3a95,70.7,refresh_review,declining_review,10.2,69,20,0.0
content_6f9a9c5aa19f,client_4e07408562,70.7,refresh_priority_1,declining_page1_review,8.5,3218,14,0.19
content_f74702d8986f,client_f369cb89fc,70.7,refresh_priority_1,declining_page1_review,6.5,277,20,0.72
content_0cf9e335a07c,client_4e07408562,70.7,refresh_review,declining_review,23.5,1441,7,0.0
content_22ba8c872ab2,client_d029fa3a95,70.7,refresh_priority_1,declining_page1_review,9.1,24,183,0.0
content_292059c0400f,client_f369cb89fc,70.6,refresh_review,declining_review,11.6,271,20,0.0
content_fde6575ae7ec,client_d029fa3a95,70.6,refresh_review,declining_review,13.4,83,20,0.0
content_d55b83aff7c7,client_f369cb89fc,70.6,refresh_priority_1,declining_page1_review,6.8,54704,8,0.06
content_4f50102e1dcb,client_d029fa3a95,70.6,refresh_review,declining_review,15.7,130,20,0.0
content_d86c3f66d8be,client_d029fa3a95,70.6,refresh_priority_1,declining_page1_review,6.1,149,20,0.0
content_02141810795a,client_4e07408562,70.6,refresh_review,declining_review,16.3,1912,13,0.05
content_895e41f607af,client_f369cb89fc,70.6,refresh_priority_1,declining_page1_review,8.4,354,20,0.28
content_0935eb70bb37,client_d029fa3a95,70.6,refresh_priority_1,declining_page1_review,7.1,48,20,0.0
content_e15068147154,client_f369cb89fc,70.6,refresh_review,declining_review,15.2,1994,20,0.1
content_1b920d0039ba,client_f369cb89fc,70.6,refresh_priority_1,declining_page1_review,5.9,273,20,0.73
content_0e3323cce5c4,client_f369cb89fc,70.6,refresh_review,declining_review,16.9,433,20,0.23
content_6a5367976d99,client_f369cb89fc,70.6,refresh_priority_1,declining_page1_review,7.1,309,20,0.32
content_22133c6dfb5c,client_d029fa3a95,70.6,refresh_priority_1,declining_page1_review,7.4,198,20,0.0
content_b8479e32c3c1,client_d029fa3a95,70.5,refresh_priority_1,declining_page1_review,8.8,70,20,0.0
content_fd285d01fcef,client_f369cb89fc,70.5,refresh_priority_1,declining_page1_review,6.1,512,20,0.39
content_10a54e15750b,client_434c9b5ae5,70.5,refresh_priority_1,declining_page1_review,7.1,467,8,0.21
content_1607b5b7c909,client_bdd2d3af3a,70.5,refresh_priority_1,declining_page1_review,7.0,382,20,0.26
content_20ba5f5c60f7,client_f369cb89fc,70.5,refresh_priority_1,declining_page1_review,9.6,82,8,0.0
content_35548a435e63,client_4e07408562,70.5,refresh_review,declining_review,19.5,279,13,0.0
content_0c38972c44d6,client_4e07408562,70.5,refresh_priority_1,declining_page1_review,9.3,2103,13,0.1
content_0bdbd4bdafd6,client_f369cb89fc,70.5,refresh_priority_1,declining_page1_review,4.4,8628,20,0.17
content_ab7a3d0acf37,client_4e07408562,70.5,refresh_review,declining_review,11.8,1264,13,0.0
content_80958d1858a4,client_d029fa3a95,70.5,refresh_priority_1,declining_page1_review,7.5,329,8,0.0
content_c8300a2e0cfa,client_8527a891e2,70.5,refresh_priority_1,declining_page1_review,6.8,47,104,0.0
content_8c6ecdbc57d8,client_4e07408562,70.5,refresh_priority_1,declining_page1_review,9.1,945,13,0.21
content_7763d04703d0,client_434c9b5ae5,70.5,refresh_priority_1,declining_page1_review,6.0,246,8,0.81
content_af327fd6f760,client_8527a891e2,70.5,refresh_review,declining_review,14.4,226,104,0.0
content_78b6f55b4f70,client_4e07408562,70.5,refresh_priority_1,declining_page1_review,3.8,329,104,0.0
content_7207683d060b,client_4e07408562,70.5,refresh_review,declining_review,10.3,2566,13,0.08
content_3135ae17abcf,client_f369cb89fc,70.5,refresh_priority_1,declining_page1_review,7.5,577,20,0.35
content_481069f86108,client_8527a891e2,70.5,refresh_priority_1,declining_page1_review,8.1,3869,104,0.16
content_cd050ee10f95,client_434c9b5ae5,70.5,refresh_review,declining_review,14.8,713,8,0.0
content_36dd471dc460,client_8527a891e2,70.4,refresh_review,declining_review,13.0,91,104,0.0
content_ed680797b687,client_f369cb89fc,70.4,refresh_priority_1,declining_page1_review,9.5,565,20,0.18
content_cd0666cdd7ce,client_4e07408562,70.4,refresh_review,declining_review,16.7,742,13,0.0
content_983bb4d02103,client_f369cb89fc,70.4,refresh_priority_1,declining_page1_review,7.5,939,8,0.43
content_c4fc2f43eaa0,client_4e07408562,70.4,refresh_review,declining_review,16.6,794,13,0.13
content_fd15559290a1,client_f369cb89fc,70.4,refresh_priority_1,declining_page1_review,8.2,1154,20,0.35
content_ef6e7d7cfe15,client_8527a891e2,70.4,refresh_review,declining_review,22.2,264,104,0.0
content_092df0c6afc7,client_4e07408562,70.4,refresh_review,declining_review,11.4,4070,25,0.22
content_4a1694ef8899,client_4e07408562,70.4,refresh_priority_1,declining_page1_review,7.3,3874,7,0.18
content_5a8842185314,client_f369cb89fc,70.4,refresh_review,declining_review,12.1,197,20,0.0
content_e8be66dc64da,client_f369cb89fc,70.4,refresh_priority_1,declining_page1_review,4.6,138,20,0.0
content_1484a35d13ef,client_d029fa3a95,70.3,refresh_review,declining_review,28.9,215,20,0.0
content_5a6e508b7597,client_4e07408562,70.3,refresh_priority_1,declining_page1_review,3.8,9535,20,0.1
content_78ecdde1a864,client_f369cb89fc,70.3,refresh_priority_1,declining_page1_review,5.2,82,20,0.0
content_a7297348bbf7,client_d029fa3a95,70.3,refresh_review,declining_review,18.5,187,20,0.0
content_77c5ac2ae4c2,client_d029fa3a95,70.3,refresh_priority_1,declining_page1_review,6.7,148,8,0.0
content_914a6de7d899,client_4e07408562,70.3,refresh_priority_1,declining_page1_review,8.2,1658,13,0.12
content_ada6dc9b65c6,client_f369cb89fc,70.3,refresh_priority_1,declining_page1_review,9.1,839,20,0.48
content_a5f41d4af8c3,client_4e07408562,70.3,refresh_review,declining_review,10.8,624,13,0.0
content_696f7cd298e3,client_434c9b5ae5,70.3,refresh_priority_1,declining_page1_review,7.5,1375,89,0.29
content_138fb94b1faa,client_d029fa3a95,70.3,refresh_priority_1,declining_page1_review,4.6,39,8,0.0
content_3a380f6fba97,client_d029fa3a95,70.3,refresh_review,declining_review,15.9,93,20,0.0
content_edd947dc0774,client_4e07408562,70.3,refresh_review,declining_review,20.8,641,104,0.0
content_6202c6261f49,client_f369cb89fc,70.3,refresh_priority_1,declining_page1_review,2.3,12609,20,0.19
content_89b746cd8933,client_f369cb89fc,70.3,refresh_priority_1,declining_page1_review,3.8,544,8,0.74
content_1a47a3396608,client_8527a891e2,70.3,refresh_priority_1,declining_page1_review,6.8,3316,104,0.12
content_aa8d328ec62f,client_d029fa3a95,70.3,refresh_review,declining_review,13.0,155,8,0.0
content_2701f767cd38,client_d029fa3a95,70.3,refresh_priority_1,declining_page1_review,6.6,165,20,0.61
content_1f7ef289aa97,client_f369cb89fc,70.3,refresh_review,declining_review,16.0,11441,8,0.21
content_29f12ac3ad53,client_4e07408562,70.3,refresh_priority_1,declining_page1_review,9.6,1753,14,0.11
content_56c3ee623158,client_8527a891e2,70.3,refresh_review,declining_review,38.0,2146,104,0.09
content_ff9d27a58b7b,client_4e07408562,70.3,refresh_review,declining_review,11.5,505,104,0.0
content_79aa5aa9e4a7,client_4e07408562,70.3,refresh_priority_1,declining_page1_review,7.3,3244,13,0.22
content_1b8802e11084,client_d029fa3a95,70.3,refresh_review,declining_review,18.7,98,20,0.0
content_25d914894523,client_8527a891e2,70.3,refresh_review,declining_review,23.7,1203,104,0.17
content_5d4f1744b4ea,client_f369cb89fc,70.2,refresh_priority_1,declining_page1_review,7.0,6431,8,0.17
content_6d69230ca905,client_8b940be7fb,70.2,refresh_priority_1,declining_page1_review,4.3,19252,20,0.71
content_0ce4ee2846e7,client_4e07408562,70.2,refresh_review,declining_review,10.5,311,13,0.0
content_a52671f20358,client_f369cb89fc,70.2,refresh_review,declining_review,11.2,760,20,0.39
content_e3b3dbaf595b,client_f369cb89fc,70.2,refresh_priority_1,declining_page1_review,6.5,49,20,0.0
content_b4b29fc44835,client_d029fa3a95,70.2,refresh_review,declining_review,16.1,80,20,0.0
content_3a7f4f1c58ba,client_f369cb89fc,70.2,refresh_priority_1,declining_page1_review,9.1,365,20,0.27
content_b8c492350d06,client_f369cb89fc,70.2,refresh_priority_1,declining_page1_review,3.9,305,20,0.66
content_bdc3bb0fa949,client_d029fa3a95,70.2,refresh_priority_1,declining_page1_review,9.9,97,20,0.0
content_51c40ca43b1b,client_f369cb89fc,70.2,refresh_review,declining_review,13.2,379,20,0.0
content_76a83cc7b31b,client_8527a891e2,70.2,refresh_priority_1,declining_page1_review,7.8,162,104,0.0
content_c87291853cab,client_d029fa3a95,70.2,refresh_priority_1,declining_page1_review,8.2,112,20,0.0
content_103082600d8b,client_d029fa3a95,70.2,refresh_priority_1,declining_page1_review,7.2,180,20,0.56
content_909187e02d37,client_d029fa3a95,70.2,refresh_review,declining_review,18.1,131,20,0.0
content_6eabb52ac06e,client_d029fa3a95,70.2,refresh_priority_1,declining_page1_review,8.4,82,8,0.0
content_3e460b87cff0,client_4e07408562,70.1,refresh_review,declining_review,11.2,1543,14,0.13
content_9aad50bc4523,client_4e07408562,70.1,refresh_review,declining_review,27.2,2935,13,0.1
content_6557f2b648e8,client_d029fa3a95,70.1,refresh_priority_1,declining_page1_review,9.2,18,183,0.0
content_f064f51b3057,client_d029fa3a95,70.1,refresh_priority_1,declining_page1_review,5.6,35,20,0.0
content_c6cffac60462,client_8527a891e2,70.1,refresh_priority_1,declining_page1_review,4.6,39,104,0.0
content_793666136464,client_4e07408562,70.1,refresh_review,declining_review,11.0,1164,7,0.09
content_0a9276b27b32,client_f369cb89fc,70.1,refresh_priority_1,declining_page1_review,8.9,2669,20,0.3
content_d34c89fad803,client_d029fa3a95,70.1,refresh_review,declining_review,20.1,80,183,0.0
content_01a60328c48b,client_f369cb89fc,70.1,refresh_priority_1,declining_page1_review,7.2,12744,20,0.1
content_3d04c77b9c1b,client_d029fa3a95,70.1,refresh_priority_1,declining_page1_review,9.8,79,20,0.0
content_5996be77a50e,client_f369cb89fc,70.0,refresh_priority_1,declining_page1_review,2.2,135,8,0.0
content_36684976be1f,client_4e07408562,70.0,refresh_review,declining_review,44.3,9844,14,0.01
content_dd2e06be1af4,client_d029fa3a95,70.0,refresh_priority_1,declining_page1_review,7.6,32,183,0.0
content_4a59e1100e70,client_d029fa3a95,70.0,refresh_review,declining_review,27.0,279,20,0.0
content_864e30ed8784,client_4e07408562,70.0,refresh_priority_1,declining_page1_review,2.9,1206,7,0.08
content_805132378465,client_d029fa3a95,70.0,refresh_priority_1,declining_page1_review,6.7,65,20,0.0
content_0d092e19b2ef,client_d029fa3a95,70.0,refresh_priority_1,declining_page1_review,9.6,186,20,0.54
content_243715096698,client_f369cb89fc,70.0,refresh_priority_1,declining_page1_review,1.8,143,20,0.0
content_039787762f67,client_f369cb89fc,70.0,refresh_review,declining_review,10.9,172,20,0.0
content_46f8a1f6ee3b,client_d029fa3a95,70.0,refresh_priority_1,declining_page1_review,5.2,48,20,0.0
content_0f3d85f67d55,client_f369cb89fc,70.0,refresh_priority_1,declining_page1_review,5.5,61,20,0.0
content_6c4e879d335d,client_f369cb89fc,70.0,refresh_priority_1,declining_page1_review,3.7,113,20,0.0
content_7771506e04f5,client_d029fa3a95,70.0,refresh_priority_1,declining_page1_review,4.6,99,20,1.01
content_dac6074ec8c1,client_e629fa6598,70.0,refresh_review,declining_review,12.6,700,104,0.14
content_595dcb4d74d3,client_4e07408562,70.0,refresh_review,declining_review,10.1,6582,25,0.09
content_5af98c4db3f6,client_bdd2d3af3a,69.9,refresh_priority_1,declining_page1_review,6.7,706,20,1.13
content_b3a34837d536,client_e629fa6598,69.9,refresh_review,declining_review,20.5,492,20,0.0
content_b2402d83386a,client_8527a891e2,69.9,refresh_priority_1,declining_page1_review,8.3,174,20,0.0
content_215936bfb274,client_d029fa3a95,69.9,refresh_priority_1,declining_page1_review,5.9,39,20,0.0
content_9dbd12523260,client_f369cb89fc,69.9,refresh_priority_1,declining_page1_review,6.3,62,20,0.0
content_d19a64d89b4e,client_d029fa3a95,69.9,refresh_review,declining_review,12.4,135,8,0.0
content_94d39841847a,client_8527a891e2,69.9,refresh_priority_1,declining_page1_review,8.0,211,104,0.0
content_3437133c7ccf,client_4e07408562,69.9,refresh_priority_1,declining_page1_review,7.0,49256,7,0.09
content_1664ee5ccac8,client_f369cb89fc,69.9,refresh_priority_1,declining_page1_review,6.1,1010,20,0.3
content_1892fc1b06f2,client_f369cb89fc,69.9,refresh_priority_1,declining_page1_review,9.6,101,20,0.0
content_3408f65286e4,client_8527a891e2,69.8,refresh_priority_1,declining_page1_review,7.5,66,92,0.0
content_7eebdc3f5265,client_d029fa3a95,69.8,refresh_priority_1,declining_page1_review,9.3,94,20,0.0
content_1d9bd3bc0aa4,client_d029fa3a95,69.8,refresh_priority_1,declining_page1_review,8.3,65,8,0.0
content_0c00f16b658a,client_d029fa3a95,69.8,refresh_review,declining_review,13.4,3324,20,0.15
content_630136406522,client_4e07408562,69.8,refresh_priority_1,declining_page1_review,10.0,2168,13,0.23
content_3321074befbf,client_d029fa3a95,69.8,refresh_review,declining_review,30.6,503,20,0.2
content_2ce3c50db023,client_f369cb89fc,69.8,refresh_review,declining_review,35.7,411,8,0.0
content_f68bcc71c8f5,client_8527a891e2,69.8,refresh_review,declining_review,48.8,311,98,0.0
content_f5b35bbb42fc,client_4e07408562,69.8,refresh_review,declining_review,31.8,3171,13,0.03
content_eee936f70d76,client_4e07408562,69.8,refresh_review,declining_review,10.8,1963,7,0.1
content_1a8b085d3f40,client_f369cb89fc,69.8,refresh_priority_1,declining_page1_review,6.3,151,20,0.0
content_f1fdcd6732e2,client_f369cb89fc,69.8,refresh_priority_1,declining_page1_review,5.9,139,20,0.0
content_d5929e30149c,client_d029fa3a95,69.8,refresh_priority_1,declining_page1_review,9.6,66,20,0.0
content_e4ef2cbd84c9,client_4e07408562,69.8,refresh_review,declining_review,37.9,4554,13,0.02
content_6d0b62b434bb,client_4e07408562,69.8,refresh_priority_1,declining_page1_review,5.5,2286,7,0.13
content_b303d8f83f33,client_4e07408562,69.8,refresh_review,declining_review,12.1,1404,7,0.21
content_f562786a3f25,client_434c9b5ae5,69.8,refresh_priority_1,declining_page1_review,7.6,384,89,0.26
content_b8ba5925257a,client_4e07408562,69.8,refresh_priority_1,declining_page1_review,2.5,3885,7,0.1
content_2093c759ecad,client_d029fa3a95,69.8,refresh_priority_1,declining_page1_review,6.5,64,20,1.56
content_76b37fe07cc3,client_f369cb89fc,69.7,refresh_priority_1,declining_page1_review,1.9,74,20,0.0
content_97ecde118135,client_f369cb89fc,69.7,refresh_priority_1,declining_page1_review,0.4,23,20,0.0
content_e92d8f17e0bb,client_8527a891e2,69.7,refresh_review,declining_review,29.5,402,104,0.0
content_e49e368bdeb2,client_d029fa3a95,69.7,refresh_priority_1,declining_page1_review,7.0,118,20,0.0
content_7e1f78c66a44,client_8527a891e2,69.7,refresh_review,declining_review,47.3,1645,92,0.06
content_efbf824eed7c,client_d029fa3a95,69.7,refresh_priority_1,declining_page1_review,9.0,90,8,0.0
content_d7c940220907,client_d029fa3a95,69.7,refresh_review,declining_review,10.6,58,8,0.0
content_1c2a062b2721,client_f369cb89fc,69.7,refresh_review,declining_review,12.8,913,20,0.33
content_b567892082d8,client_d029fa3a95,69.7,refresh_priority_1,declining_page1_review,5.4,210,20,0.48
content_982916749e6d,client_f369cb89fc,69.7,refresh_priority_1,declining_page1_review,3.3,116,20,0.0
content_19b5cdbb6bad,client_d029fa3a95,69.7,refresh_priority_1,declining_page1_review,6.6,77,8,0.0
content_735fb136742e,client_4e07408562,69.7,refresh_review,declining_review,13.7,1359,7,0.15
content_377ac4e989ab,client_4e07408562,69.7,refresh_review,declining_review,33.6,2643,7,0.04
content_5fceaeaa11bf,client_8527a891e2,69.7,refresh_priority_1,declining_page1_review,10.0,880,104,0.11
content_85cef3cd023b,client_f369cb89fc,69.7,refresh_review,declining_review,41.3,888,20,0.0
content_403c76bb83b4,client_4e07408562,69.7,refresh_review,declining_review,12.7,1101,7,0.18
content_1520bae94c77,client_f369cb89fc,69.6,refresh_priority_1,declining_page1_review,2.4,109,20,0.0
content_01f41d718fd7,client_4e07408562,69.6,refresh_review,declining_review,14.0,1377,5,0.07
content_202424f97d35,client_f369cb89fc,69.6,refresh_priority_1,declining_page1_review,3.8,74,20,0.0
content_5161a9559cb2,client_434c9b5ae5,69.6,refresh_review,declining_review,19.3,313,20,0.0
content_ee2d5b08d99c,client_f369cb89fc,69.6,refresh_review,declining_review,11.2,86,20,0.0
content_d56f7f74c15c,client_f369cb89fc,69.6,refresh_priority_1,declining_page1_review,3.6,267,20,0.0
content_9c17ba2e07fb,client_d029fa3a95,69.6,refresh_priority_1,declining_page1_review,8.5,103,20,0.97
content_f64da6f9371a,client_4e07408562,69.6,refresh_review,declining_review,11.8,1233,7,0.08
content_6e072d6d506b,client_d029fa3a95,69.6,refresh_priority_1,declining_page1_review,9.2,198,20,0.51
content_8bacb003a1aa,client_f369cb89fc,69.6,refresh_priority_1,declining_page1_review,7.5,155,20,0.0
content_3ecbb0944cbf,client_d029fa3a95,69.6,refresh_review,declining_review,12.2,40,183,0.0
content_b75954d5fad0,client_d029fa3a95,69.6,refresh_priority_1,declining_page1_review,8.1,138,20,0.0
content_7fb66cd17356,client_8527a891e2,69.6,refresh_review,declining_review,14.0,870,104,0.11
content_63f1773376ce,client_d029fa3a95,69.6,refresh_review,declining_review,15.0,98,20,0.0
content_e960cb635370,client_f369cb89fc,69.6,refresh_priority_1,declining_page1_review,2.1,6591,20,0.36
content_b901bc19e171,client_d029fa3a95,69.5,refresh_priority_1,declining_page1_review,7.5,83,20,0.0
content_76eb3ea62ddb,client_d029fa3a95,69.5,refresh_review,declining_review,10.3,67,20,0.0
content_e3eb32991e4a,client_d029fa3a95,69.5,refresh_priority_1,declining_page1_review,7.0,219,20,0.46
content_baf492bc46f7,client_f369cb89fc,69.5,refresh_priority_1,declining_page1_review,8.2,93,20,0.0
